brand,name,pickup_type,is_active,description
Bare Knuckle,BKP TKO 6 Bridge,Humbucker,false,Bare Knuckle TKO 6-string bridge humbucker; ceramic magnet; voiced specifically for Mayones guitars
Bare Knuckle,BKP TKO 6 Neck,Humbucker,false,Bare Knuckle TKO 6-string neck humbucker; Alnico V; voiced specifically for Mayones guitars
Bare Knuckle,BKP TKO 7 Bridge,Humbucker,false,Bare Knuckle TKO 7-string bridge humbucker; ceramic magnet; used on Regius 7 and Duvell Elite 7
Bare Knuckle,BKP TKO 7 Neck,Humbucker,false,Bare Knuckle TKO 7-string neck humbucker; Alnico V; used on Regius 7 and Duvell Elite 7
Bare Knuckle,BKP TKO 8,Humbucker,false,Bare Knuckle TKO 8-string humbucker set; used on Regius Core Classic 8
Bare Knuckle,BKP Aftermath 7 Bridge,Humbucker,false,Bare Knuckle Aftermath 7-string bridge humbucker; aggressive high-output; used on Duvell Elite VF 7 multiscale
Bare Knuckle,BKP Aftermath 7 Neck,Humbucker,false,Bare Knuckle Aftermath 7-string neck humbucker; used on Duvell Elite VF 7 multiscale
Bare Knuckle,BKP Rebel Yell 7 Bridge,Humbucker,false,Bare Knuckle Rebel Yell 7-string bridge humbucker; used on Setius GTM 7
Bare Knuckle,BKP VHII 7 Neck,Humbucker,false,Bare Knuckle VHII 7-string neck humbucker; PAF-voiced; used on Setius GTM 7
Seymour Duncan,SD TB-4 JB,Humbucker,false,Seymour Duncan TB-4 JB bridge humbucker; high-output Alnico V; used on Regius Core 6 and Legend V22
Seymour Duncan,SD SH-2 Jazz,Humbucker,false,Seymour Duncan SH-2 Jazz neck humbucker; warm low-output; used on Regius Core 6 and Legend V22
Seymour Duncan,SD Nazgul 7,Humbucker,false,Seymour Duncan Nazgul 7-string bridge humbucker; high-output ceramic; used on Duvell BL 7
Seymour Duncan,SD Sentient 7,Humbucker,false,Seymour Duncan Sentient 7-string neck humbucker; Alnico V; used on Duvell BL 7 and Hydra Elite 7
Seymour Duncan,SD Nazgul Bridge,Humbucker,false,Seymour Duncan Nazgul 6-string bridge humbucker; ceramic; used on Duvell BL 6
Seymour Duncan,SD Sentient Neck,Humbucker,false,Seymour Duncan Sentient 6-string neck humbucker; used on Duvell BL 6
Seymour Duncan,SD SH-4 JB,Humbucker,false,Seymour Duncan SH-4 JB 6-string bridge humbucker; used on Setius GTM 6
Seymour Duncan,SD Nazgul 7 Bridge,Humbucker,false,Seymour Duncan Nazgul 7-string bridge humbucker used on Hydra Elite 7
Fishman,Fishman Fluence Modern 6,Humbucker,true,Fishman Fluence Modern active humbucker 6-string dual-voice; used on Hydra Elite VF 6
Fishman,Fishman Fluence Modern 7,Humbucker,true,Fishman Fluence Modern active humbucker 7-string dual-voice; used on Hydra Elite VF 7
Schecter,Diamond Standard HH,Humbucker,false,Schecter Diamond Standard passive humbucker with black metal cover
Schecter,Diamond Plus HH,Humbucker,false,Schecter Diamond Plus passive humbucker — mid-output versatile tone
Schecter,Diamond Heretic,Humbucker,false,Schecter Diamond Heretic passive humbucker for metal
Schecter,Diamond Decimator,Humbucker,false,Schecter Diamond Decimator high-output passive humbucker
Schecter,Diamond Nick Johnston Single Coil,Single-coil,false,Schecter Diamond Nick Johnston signature single-coil
Schecter,Diamond 78,Humbucker,false,Schecter Diamond 78 vintage-voiced passive humbucker
Schecter,USA Pasadena,Humbucker,false,Schecter USA hand-wound Pasadena passive humbucker (neck)
Schecter,USA Pasadena Plus,Humbucker,false,Schecter USA hand-wound Pasadena Plus passive humbucker (bridge)
Schecter,USA Sunset Strip,Humbucker,false,Schecter USA hand-wound Sunset Strip passive humbucker (bridge)
Schecter,USA Solstice,Humbucker,false,Schecter USA Solstice passive humbucker (bridge) — Aaron Marshall signature
Schecter,USA Equinox,Humbucker,false,Schecter USA Equinox passive humbucker (neck) — Aaron Marshall signature
Schecter,USA SuperCharger Mach-6,Humbucker,false,Schecter USA SuperCharger Mach-6 passive humbucker for Banshee Elite-6
Schecter,USA SuperCharger Mach-7,Humbucker,false,Schecter USA SuperCharger Mach-7 passive humbucker for Banshee Elite-7
EMG,EMG 81TW,Humbucker,true,EMG 81TW active humbucker with coil-tap to single-coil
EMG,EMG 89R,Humbucker,true,EMG 89R active humbucker with coil-tap (neck/reverse wound)
EMG,EMG 707TW,Humbucker,true,EMG 707TW active 7-string humbucker with coil-tap
EMG,EMG 808,Humbucker,true,EMG 808 active 8-string wide-aperture humbucker with Alnico V
EMG,EMG RetroActive Hot 70,Humbucker,true,EMG RetroActive Hot 70 active vintage-voiced humbucker
Seymour Duncan,SH-11 Custom Custom,Humbucker,false,Seymour Duncan Custom Custom SH-11 passive humbucker
Seymour Duncan,SH-1N 59,Humbucker,false,Seymour Duncan 59 Model SH-1N vintage passive humbucker (neck)
Seymour Duncan,Nazgul,Humbucker,false,Seymour Duncan Nazgul high-output passive humbucker (bridge)
Seymour Duncan,Sentient,Humbucker,false,Seymour Duncan Sentient articulate passive humbucker (neck)
Lundgren,Lundgren M6,Humbucker,false,Lundgren M6 hand-wound Swedish passive humbucker 6-string
Lundgren,Lundgren M7,Humbucker,false,Lundgren M7 hand-wound Swedish passive humbucker 7-string
Schecter,Sustainiac,Humbucker,false,Schecter Sustainiac neck pickup system for infinite sustain
EMG,EMG RetroActive Single Coil,Single-coil,true,EMG RetroActive single-coil active pickup — used in Sun Valley Super Shredder 7 III
Seymour Duncan,'59 Model SH-1,Humbucker,false,Vintage-output PAF-inspired humbucker with alnico 5; open detailed sound and sweet top end for rock and blues
Seymour Duncan,Jazz Model SH-2,Humbucker,false,Classic moderate-output alnico 5 humbucker; bright clear tone with glassy treble and scooped mids ideal for neck position
Seymour Duncan,JB Model SH-4,Humbucker,false,Iconic high-output humbucker; versatile from creamy cleans through classic rock crunch to searing metal lead tones
Seymour Duncan,Duncan Custom SH-5,Humbucker,false,Medium-output ceramic humbucker with tight lows and upper-midrange bump; cuts through heavy distortion while retaining clean clarity
Seymour Duncan,Duncan Distortion SH-6,Humbucker,false,High-output passive ceramic humbucker with rich upper-midrange harmonics; tight mean lows and searing top end for rock and metal
Seymour Duncan,Invader SH-8,Humbucker,false,Ultra-high-output passive humbucker with three ceramic magnets and oversized pole pieces; thickest deepest low-end of any SD passive pickup
Seymour Duncan,Full Shred SH-10,Humbucker,false,Bright medium-output alnico 5 humbucker with tight low end and scooped mids; highly articulate and clear for shred playing
Seymour Duncan,Custom Custom SH-11,Humbucker,false,Medium-hot alnico 2 humbucker with full fat sound; warm lower-midrange growl and sweet singing highs for chords and leads
Seymour Duncan,Dimebucker SH-13,Humbucker,false,Dimebag Darrell signature ceramic blade humbucker; crunchy pick attack with scooped mids and tight full low-end response
Seymour Duncan,Alnico II Pro APH-1,Humbucker,false,Slash signature alnico 2 humbucker; warm sweet tone with smooth sustain and spongy lows for classic rock and blues
Seymour Duncan,Pearly Gates,Humbucker,false,Billy Gibbons 1959 Les Paul inspired alnico 2 humbucker; unique Texas sizzle at the bridge with more midrange than typical PAFs
Seymour Duncan,Saturday Night Special,Humbucker,false,Alnico 4 humbucker voiced for late-70s arena rock; balanced vintage tonality with vocal-like overdriven leads and full-bodied cleans
Seymour Duncan,Whole Lotta Humbucker,Humbucker,false,Early-1970s London PAF rewind recipe; vintage-hot alnico 5 output with natural compression and sustain inspired by British rock
Seymour Duncan,Pegasus,Humbucker,false,Medium-output alnico 5 humbucker for progressive metal; warm balanced lush tone with prominent midrange and focused low end
Seymour Duncan,Black Winter,Humbucker,false,Savagely high-output passive ceramic humbucker with three magnets; extreme clarity in mids and highs with controlled focused low end for extreme metal
Seymour Duncan,Nazgul 7,Humbucker,false,7-string ceramic bridge humbucker for drop-tuned modern metal; voiced to bring out definition from B and F# strings with tight bass
Seymour Duncan,Sentient 7,Humbucker,false,7-string alnico 5 neck humbucker; pristine cleans and fluid leads under high gain designed to pair with the Nazgul 7 bridge
Seymour Duncan,Pegasus 7,Humbucker,false,7-string alnico 5 bridge humbucker; evenly accentuates every note across the fretboard for progressive metal chords and arpeggios
Seymour Duncan,Blackouts AHB-1,Humbucker,true,Original active humbucker flagship; massive crunch with quiet operation chunky lows balanced mids and clear articulate top end
Seymour Duncan,SSL-1 Vintage Staggered,Single-coil,false,Vintage-output Strat single-coil with alnico 5 hand-ground staggered poles; authentic 1950s chime bell tone and glassy sparkle
Seymour Duncan,SSL-4 Quarter Pound,Single-coil,false,High-output Strat single-coil with quarter-inch alnico 5 rods; fat punchy midrange with top-end sparkle and more than twice standard output
Seymour Duncan,SSL-5 Custom Staggered,Single-coil,false,Medium-output overwound Strat single-coil developed for David Gilmour; bigger fatter chords with singing solos and classic Strat character
Seymour Duncan,SSL-6 Custom Flat,Single-coil,false,High-output flat-pole Strat single-coil with alnico 5 for flatter fretboards; balanced beefed-up punchy tone with classic sparkle
Seymour Duncan,Hot Rails SHR-1,Humbucker,false,Single-coil-sized high-output rail humbucker for Strat; ceramic magnet with rich mids and aggressive crunch ideal for rock and metal
Seymour Duncan,Little '59 SL59-1,Humbucker,false,Single-coil-sized passive humbucker for Strat; warm smooth PAF tone with medium output and scooped mids like a Les Paul in a Strat body
Seymour Duncan,Cool Rails SCR-1,Humbucker,false,Single-coil-sized medium-output rail humbucker; smooth bluesy tone with bright dynamic highs and slightly scooped midrange
Seymour Duncan,Phat Cat,P-90,false,Humbucker-sized P-90 with alnico 2 bar magnet; authentic P-90 grit and growl that fits standard humbucker routes without modification
Seymour Duncan,Antiquity P-90,P-90,false,Vintage-correct early-1950s P-90 recreation with calibrated alnico 2 magnets; gritty vintage growl at bridge and sweet singing quality at neck
Seymour Duncan,Vintage P-90,P-90,false,Classic 1946 Gibson-style P-90 recreation wound on original Leesona machines; powerful midrange with alnico 5 and higher output than most single-coils
Suhr,Suhr SSV,Humbucker,false,Suhr SSV PAF-style alnico humbucker; neck position on Boden Original NX 6 and Prog NX 6
Suhr,Suhr SSH+,Humbucker,false,Suhr SSH+ high-output alnico humbucker; bridge position on Boden Original NX 6 and Prog NX 6
Fishman,Fishman Fluence Modern 7 Ceramic,Humbucker,true,Fishman Fluence Modern 7 Ceramic HB Mount humbucker; bridge position on 7-string Boden Original/Prog/Metal NX
Fishman,Fishman Fluence Modern 7 Alnico,Humbucker,true,Fishman Fluence Modern 7 Alnico Soapbar humbucker; neck position on 7-string Boden Original/Prog/Metal NX
Fishman,Fishman Fluence Modern 8 Ceramic,Humbucker,true,Fishman Fluence Modern 8 Ceramic Soapbar humbucker; bridge position on 8-string Boden Original/Metal NX
Fishman,Fishman Fluence Modern 8 Alnico,Humbucker,true,Fishman Fluence Modern 8 Alnico Soapbar humbucker; neck position on 8-string Boden Original/Metal NX
Suhr,Suhr Aldrich Bridge,Humbucker,false,Suhr Aldrich high-gain passive humbucker; bridge position on Boden Metal NX 6
Suhr,Suhr Aldrich Neck,Humbucker,false,Suhr Aldrich high-gain passive humbucker; neck position on Boden Metal NX 6
Suhr,Suhr V60LP,Single-coil,false,Suhr V60LP vintage-voiced single-coil; middle position on Boden Fusion NX 6 and Classic NX 6
Suhr,Suhr SSV+ Bridge,Humbucker,false,Suhr SSV+ high-output alnico humbucker; bridge position on Boden Fusion NX 6
Suhr,Suhr SSV Neck,Humbucker,false,Suhr SSV alnico humbucker; neck position on Boden Fusion NX 6
Suhr,Suhr Thornbucker+,Humbucker,false,Suhr Thornbucker+ nickel-covered humbucker; bridge position on Boden Classic NX 6 and Salen Classic NX 6
Suhr,Suhr Thornbucker,Humbucker,false,Suhr Thornbucker nickel-covered humbucker; neck position on Boden Classic NX 6 and Salen Jazz NX 6
Suhr,Suhr Classic T Bridge,Single-coil,false,Suhr Classic T Alnico V bridge single-coil; bridge on Salen Classic NX 6
Suhr,Suhr Classic T Neck,Single-coil,false,Suhr Classic T Alnico V neck single-coil; neck on Salen Classic NX 6
Strandberg,Strandberg OEM Humbucker,Humbucker,false,Strandberg custom OEM humbucker wound to Strandberg specifications; used on Boden Standard NX and Salen Jazz NX series
